Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Price range,Aggregate rating,Votes
110,The Refinery,216,Tampa Bay,"5137 N. Florida Ave., Tampa, FL 33603",Seminole Heights,"Seminole Heights, Tampa Bay",-82.459339,27.99384,"Seafood, Steak",40,Dollar($),No,No,3,4,875
111,Cafe Coffee Day,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.0715115,28.509779,Cafe,450,Indian Rupees(Rs.),No,No,1,3.1,10
112,Gupta Fast Food,1,New Delhi,"446, Leela Ram Market, Masjid Moth, NDSE II, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.21914127,28.5642885,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,2,3.4,29
113,Starvin' Marvin,1,New Delhi,"Jasola, New Delhi",Jasola,"Jasola, New Delhi",77.2978344,28.5436226,"Italian, Mexican, Lebanese, Continental",600,Indian Rupees(Rs.),No,Yes,2,3.8,170
114,Giani's di Hatti,1,New Delhi,"651/52, Church Mission Road, Fatehpuri, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2233575,28.6579744,"Ice Cream, Mithai, North Indian, Street Food",150,Indian Rupees(Rs.),No,No,1,4.3,521
115,KB's Kulfi & Icecream,1,Gurgaon,"1, Opposite Allahabad Bank, Sector 7 Chowk, Sector 7, Gurgaon",Sector 7,"Sector 7, Gurgaon",77.0184147,28.4726717,Ice Cream,200,Indian Rupees(Rs.),No,Yes,1,2.8,11
116,Lal Dhaba,1,New Delhi,"Plot B3, Kotla Road, ITO, New Delhi",ITO,"ITO, New Delhi",0,0,North Indian,200,Indian Rupees(Rs.),No,No,1,3.1,10
117,Sandpiper Restaurant & Lounge,216,Pocatello,"1400 Bench Rd, Pocatello, ID 83201",Pocatello,"Pocatello, Pocatello",-112.432,42.9012,"American, Seafood, Steak",40,Dollar($),No,No,3,3.6,85
118,Tirupati Vrindavan,1,New Delhi,"34, 1st Floor, M Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.2365188,28.5496806,South Indian,500,Indian Rupees(Rs.),No,No,2,3.7,53
119,Da Pizza Corner,1,New Delhi,"42, Near Sub Station, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1281574,28.5452469,"Fast Food, Pizza",600,Indian Rupees(Rs.),No,Yes,2,2.5,6
120,Chaat Chowk,1,Gurgaon,"SF-44, 1st Floor, DLF Galleria Market, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0821234,28.4670558,Street Food,350,Indian Rupees(Rs.),No,Yes,1,3.7,217
121,China Kitchen - Hyatt Regency,1,New Delhi,"Hyatt Regency, Bhikaji Cama Place, New Delhi","Hyatt Regency, Bhikaji Cama Place","Hyatt Regency, Bhikaji Cama Place, New Delhi",77.185331,28.56904,Chinese,4500,Indian Rupees(Rs.),Yes,No,4,4,424
122,Bernardo's,1,Gurgaon,"A-237, Supermart 1, DLF Phase 4, Gurgaon","Supermart 1, DLF Phase 4","Supermart 1, DLF Phase 4, Gurgaon",77.087339,28.4626259,Goan,2000,Indian Rupees(Rs.),Yes,Yes,4,4,429
123,Lazeez Rasoi,1,New Delhi,"Saria Nath Market, Sabji Mandi, Narela, New Delhi",Narela,"Narela, New Delhi",77.08952788,28.85517216,"Chinese, North Indian",300,Indian Rupees(Rs.),No,No,1,0,0
124,Jaisons,1,New Delhi,"118/14, Gurukul Road, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",0,0,"Fast Food, Street Food",150,Indian Rupees(Rs.),No,No,1,0,1
125,Katis Restaurant,214,Sharjah,"Opposite Safeer Market, Al Khan Street, Al Khan, Sharjah",Al Khan,"Al Khan, Sharjah",55.37637066,25.32578908,"Indian, North Indian, Chinese",65,Emirati Diram(AED),No,No,3,4.3,316
126,Jalapenos,1,Dehradun,"Mussourie Diversion, Pacific Hills,Rajpur Road, Rajpur, Dehradun",Rajpur,"Rajpur, Dehradun",78.07715102,30.37220198,"Cafe, Mexican",500,Indian Rupees(Rs.),No,No,3,4.2,68
127,Punjabi By Nature Express,1,New Delhi,"3rd Floor, Food Court, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Ambience Mall, Vasant Kunj, New Delhi",77.155099,28.5411702,"North Indian, Street Food, Mughlai",600,Indian Rupees(Rs.),No,No,2,3.5,206
128,Sugar & Spice - Le Marche,1,Gurgaon,"SG-84 & 85, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0812241,28.4671487,"Bakery, Fast Food",800,Indian Rupees(Rs.),No,No,2,2.4,88
129,La Pino'z Pizza,1,Gurgaon,"94-D, Opposite Vatika Towers, Sector-53, Main Golf Course Road, Gurgaon",Golf Course Road,"Golf Course Road, Gurgaon",77.10288294,28.43849033,"Pizza, Mexican, Chinese, Italian",1000,Indian Rupees(Rs.),Yes,Yes,3,4,259
130,All Things Yummy,1,New Delhi,"2nd Floor, C Block, South Extension 2, New Delhi  Delhi",South Extension 2,"South Extension 2, New Delhi",77.219739,28.566755,"Bakery, Desserts",350,Indian Rupees(Rs.),No,Yes,1,3.8,68
131,The Big Scoop,1,Noida,"B 103, Near B Block Park, Sector 31, Noida",Sector 31,"Sector 31, Noida",77.347652,28.5744592,Ice Cream,250,Indian Rupees(Rs.),No,No,1,0,0
132,DCK- Dana Choga's Kitchen,1,New Delhi,"E-2/4, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2090133,28.5338079,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,2,3.4,297
133,Curzon - The Royal Bar,1,New Delhi,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi","MGM Club, Daryaganj","MGM Club, Daryaganj, New Delhi",77.2430748,28.6464675,Finger Food,1000,Indian Rupees(Rs.),Yes,No,3,0,0
134,Backstreet Kitchen,1,Noida,"12-A, Near Community Centre, Sector 104, Near, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.36520298,28.53920932,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,2,3.4,33
135,Fig & Maple,1,New Delhi,"M-27, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2418472,28.5332835,"Continental, Italian",1650,Indian Rupees(Rs.),Yes,No,3,3.8,42
136,Pizza Man,1,Gurgaon,"Opposite Sector 7, Huda Market, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0186408,28.4721483,"Pizza, Fast Food",400,Indian Rupees(Rs.),No,No,1,2.9,8
137,Mitran Da Junction,1,Gurgaon,"Shop 57, Near Subway Market, Sector 31, Gurgaon",Sector 31,"Sector 31, Gurgaon",77.051332,28.4540489,North Indian,500,Indian Rupees(Rs.),No,No,2,2.7,7
138,Rooftop Restaurant,1,New Delhi,"B-4, House 76, Majnu ka Tila, New Delhi",Majnu ka Tila,"Majnu ka Tila, New Delhi",77.227723,28.7003556,Chinese,450,Indian Rupees(Rs.),No,No,1,0,3
139,Town Table Restaurant,1,Dehradun,"101, Rajpur Road, Hathibarkala Salwala, Dehradun",Hathibarkala Salwala,"Hathibarkala Salwala, Dehradun",78.060221,30.340722,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),No,No,4,3.9,173
140,Tea Lounge - Eros Hotel,1,New Delhi,"Eros Hotel, American Plaza, Nehru Place, New Delhi","Eros Hotel, Nehru Place","Eros Hotel, Nehru Place, New Delhi",77.2495406,28.5499322,Cafe,1800,Indian Rupees(Rs.),No,No,3,3.3,21
141,Lounge Bakery,1,New Delhi,"Goyala Road, Shyam Vihar Phase 2, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",77.0006609,28.5910291,Bakery,400,Indian Rupees(Rs.),No,No,1,0,0
142,Amritsari Lassi Wala,1,New Delhi,"Shop 295, Fatehpuri Chowk, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2234007,28.6567084,Beverages,100,Indian Rupees(Rs.),No,No,1,3.8,112
143,Sree Krishna Udupi,1,New Delhi,"G-1, RG Complex 2, Prashant Vihar, New Delhi",Prashant Vihar,"Prashant Vihar, New Delhi",77.1350789,28.7153016,"South Indian, North Indian",250,Indian Rupees(Rs.),No,No,1,0,1
144,Polka Pastry & Snack Bar,1,New Delhi,"2-A, Yellow Flats, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1166967,28.6395812,"Bakery, Fast Food",350,Indian Rupees(Rs.),No,Yes,1,3.4,33
145,Tibet Kujing,1,New Delhi,"165, Block C, Ground Floor, Gandhi Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2120877,28.7054069,"Chinese, Tibetan",400,Indian Rupees(Rs.),No,No,1,2.9,11
146,Chy - Na Express,1,Gurgaon,"Shop 104, HUDA Market, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",77.0990285,28.4249219,Chinese,400,Indian Rupees(Rs.),No,Yes,1,2.2,46
147,Pinkom's Bar-Be-Que,1,New Delhi,"15/449, DDA Flats, Near DDA Central Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.2568858,28.5309441,"North Indian, Mughlai",350,Indian Rupees(Rs.),No,No,1,3.2,12
148,Cake Point,1,Gurgaon,"S-27/9 H, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.1038389,28.487654,"Bakery, Desserts",600,Indian Rupees(Rs.),No,Yes,2,3,35
149,Tales & Spirits,1,Pune,"Plot 64, Shivaji Housing Society, Senapati Bapat Road, Pune",Senapati Bapat Road,"Senapati Bapat Road, Pune",73.8289719,18.5309626,"Italian, Continental, Cafe",800,Indian Rupees(Rs.),Yes,Yes,2,4.1,997
150,Hotel New Tamil Nadu,1,New Delhi,"9, Bir Tikenderjith Marg, Chanakyapuri, New Delhi",Chanakyapuri,"Chanakyapuri, New Delhi",77.1908861,28.5830663,"South Indian, North Indian, Chinese",300,Indian Rupees(Rs.),No,No,1,0,1
151,Ved Dhaba,1,New Delhi,"5307, Shree Ram Bhavan, Chandrawal Road, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.2054401,28.6777235,North Indian,300,Indian Rupees(Rs.),No,No,1,3.5,97
152,Ashok & Ashok Meat Dhaba,1,New Delhi,"Shop 2, Ring Road, Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi",77.1936317,28.5694278,North Indian,650,Indian Rupees(Rs.),No,Yes,2,3.2,11
153,Nowhere Terrace Brewpub Cafe,1,Gurgaon,"2nd Floor, Cross Point Mall, Galleria Market DLF Phase 4, Gurgaon","Cross Point Mall, DLF Phase 4","Cross Point Mall, DLF Phase 4, Gurgaon",77.083048,28.468314,"Continental, European, Asian, North Indian, Chinese, Italian",1600,Indian Rupees(Rs.),Yes,No,3,4.1,214
154,DEL - Roseate House,1,New Delhi,"Roseate House, Asset 10, Hospitality District, Aerocity, New Delhi","Roseate House, Aerocity","Roseate House, Aerocity, New Delhi",77.120533,28.550802,"Continental, American, North Indian",3000,Indian Rupees(Rs.),Yes,No,4,3.6,30
155,Keventers,1,New Delhi,"Shop 15, Community Centre, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",77.2683973,28.5613147,Beverages,400,Indian Rupees(Rs.),No,Yes,1,3.3,13
156,Out Of The Box,1,New Delhi,"5, Khan Market, New Delhi",Khan Market,"Khan Market, New Delhi",77.2261901,28.5998768,"North Indian, Lebanese, Mexican, Asian, Italian, American, European",1550,Indian Rupees(Rs.),Yes,No,3,4,1203
157,Mikky Restaurant,1,New Delhi,"2-3, Ram Nagar Market, Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.21796833,28.64574667,North Indian,800,Indian Rupees(Rs.),No,No,2,2.8,18
158,New Vikrant Restaurant,1,New Delhi,"119, Mall Road, Main Chowk, GTB Nagar, New Delhi",GTB Nagar,"GTB Nagar, New Delhi",77.2053503,28.6987623,"North Indian, Mughlai, Chinese",550,Indian Rupees(Rs.),No,No,2,3.5,90
159,Yadav Sweets,1,New Delhi,"Old Rangpuri, Near Sabzi Mandi, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.126764,28.5442619,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,1,0,1
160,Kream,189,Pretoria,"570 Fehrsen Street, Brooklyn, Pretoria",Brooklyn,"Brooklyn, Pretoria",28.23604667,-25.77074833,African,450,Rand(R),No,No,4,4.7,373
161,Tibb's Frankie,1,New Delhi,"E-778, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2534364,28.5363915,Fast Food,250,Indian Rupees(Rs.),No,No,1,3.2,16
162,Belfrance Luxury Chocolates,1,Ludhiana,"SCF 32 C Main Market, Sarabha Nagar, Ludhiana","Main Market, Sarabha Nagar","Main Market, Sarabha Nagar, Ludhiana",75.82181666,30.893244,"Cafe, Continental, Italian, Bakery",1100,Indian Rupees(Rs.),No,No,3,4.4,138
163,Club Prison,1,Gurgaon,"305 & 306, 3rd Floor, Sahara Mall, MG Road, Gurgaon","Sahara Mall, MG Road","Sahara Mall, MG Road, Gurgaon",77.0865747,28.4797207,Finger Food,1800,Indian Rupees(Rs.),No,No,3,2.4,53
164,Imly,1,Noida,"Food Court, DLF Mall Of India, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32071754,28.56728731,"Street Food, Continental, South Indian, North Indian, Chinese",600,Indian Rupees(Rs.),No,No,2,3.9,204
165,Punjabi Snacks,1,New Delhi,"1912/19, Govindpuri Extension, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.25814529,28.53519117,"Street Food, North Indian, South Indian",200,Indian Rupees(Rs.),No,No,1,2.9,4
166,Sultan Food,1,New Delhi,"400 A, J & K Pocket, Dilshad Garden, New Delhi",Dilshad Garden,"Dilshad Garden, New Delhi",77.3225314,28.6818859,Mughlai,300,Indian Rupees(Rs.),No,Yes,1,3.1,14
167,Sai Bajaj Restaurant,1,New Delhi,"C 71, Jhilmil Colony, Vivek Vihar, New Delhi",Vivek Vihar,"Vivek Vihar, New Delhi",77.31206504,28.66910046,"Chinese, North Indian",300,Indian Rupees(Rs.),No,Yes,1,3.6,35
168,Friends Restaurant,1,New Delhi,"27-A, Main Market, Opposite Syndicate Bank, Old Rajinder Nagar, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.1856029,28.6416685,North Indian,300,Indian Rupees(Rs.),No,No,1,2.8,117
169,Rred Hot Asian Bistro,1,Gurgaon,"110, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0886879,28.4953871,"Chinese, Japanese, Thai, Asian",1400,Indian Rupees(Rs.),Yes,Yes,3,3.5,384
170,Domino's Pizza,1,New Delhi,"1, Ground Floor, Plot 22-B, Pusa Road, Bada Bazar Marg, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.18654,28.6431648,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,2,2.9,119
171,Aggarwal Sweet & Bakers,1,New Delhi,"A-60, Near Doctor's Market, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",0,0,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,1,0,0
172,Swaad Ka Khazana,1,Gurgaon,"F-11, Sushant Shopping Arcade, Phase 1, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",77.0795604,28.4609372,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,No,2,2.6,11
173,Ruth Ann's Family Restaurant,216,Columbus,"941 Veterans Parkway, Columbus, GA 31901",Columbus,"Columbus, Columbus",-84.9876,32.4637,"Breakfast, Diner, Southern",10,Dollar($),No,No,1,3.7,123
174,Anil Mishtan Wala,1,New Delhi,"23-24, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.2298726,28.5732507,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,1,3.1,10
175,World In A Box,1,Gurgaon,"DLF Phase 4, Gurgaon",DLF Phase 4,"DLF Phase 4, Gurgaon",77.0966008,28.4834181,"Healthy Food, European, Continental, Salad",750,Indian Rupees(Rs.),No,Yes,2,3.6,461
176,Om Aggarwal Sweets,1,New Delhi,"2 A, Pocket M & N, Janta Flats, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",77.2985251,28.5384507,Mithai,100,Indian Rupees(Rs.),No,No,1,0,1
177,That's Y Food,1,Coimbatore,"24/49, TV Swamy Road East, Opposite Emeral Building, RS Puram, Coimbatore",RS Puram,"RS Puram, Coimbatore",76.95295,11.010375,"North Indian, Biryani",1400,Indian Rupees(Rs.),No,No,3,4.2,299
178,Mood 4 Food,1,Noida,"Shop 5, JM Orchid, Sector 76, NOIDA, Sector 72, Noida",Sector 72,"Sector 72, Noida",77.38469392,28.56920274,"Street Food, North Indian",150,Indian Rupees(Rs.),No,No,1,3.1,8
179,Punjab Restaurant,166,Doha,"Near Kahramaa Office, Al Adhwaa Street, Musheireb, Doha",Musheireb,"Musheireb, Doha",51.52302034,25.28246661,Pakistani,80,Qatari Rial(QR),No,No,3,3.8,83
180,Madras Cafe,1,New Delhi,"V 23, Main Hanuman Road, Naveen Shahdara, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",77.2853657,28.67692,"South Indian, Fast Food",250,Indian Rupees(Rs.),No,No,1,3.4,28
181,Yard House,216,Rest of Hawaii,"226 Lewers St, Honolulu, HI 96815",Waikiki,"Waikiki, Rest of Hawaii",-157.8312476,21.2794952,"American, Asian, Burger",40,Dollar($),No,No,3,4.6,1078
182,Pal Restaurant,1,New Delhi,"Plot 6, Punjabi Market, Vishnu Nagar, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.1014529,28.6445351,"North Indian, Chinese",250,Indian Rupees(Rs.),No,No,1,0,0
183,Happy Hakka,1,Gurgaon,"Super Mart 2, DLF Phase 4, Gurgaon",DLF Phase 4,"DLF Phase 4, Gurgaon",77.0880135,28.46157,"Chinese, Asian, Thai",650,Indian Rupees(Rs.),No,Yes,2,4.1,134
184,Zaika,1,Noida,"Tradex Tower 2, Alpha Commercial Belt, Alpha 1, Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.5145109,28.472462,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,2,2.8,50
185,Ma Cuisine,1,New Delhi,"Plot 38-A, DDA Flats, Shahpur Jat, New Delhi",Shahpur Jat,"Shahpur Jat, New Delhi",77.2166689,28.5477915,"North Indian, Continental, Salad",400,Indian Rupees(Rs.),No,No,1,3.6,43
186,Punjab Grill,1,New Delhi,"2nd Floor, Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Select Citywalk Mall, Saket, New Delhi",77.21932769,28.52869471,"North Indian, Mughlai",1950,Indian Rupees(Rs.),Yes,Yes,3,4.2,1971
187,Christian and Jake's Bistro,216,Dalton,"555 Georgia Hwy 53, Calhoun, GA 30701",Calhoun,"Calhoun, Dalton",-84.926258,34.474635,"Desserts, Sandwich",10,Dollar($),No,No,1,4.4,122
188,Shri Ram Restaurant,1,Gurgaon,"Sector 48, Opposite Eldeco Mansionz, Fazilpur Chowk, Sohna Road, Gurgaon",Sohna Road,"Sohna Road, Gurgaon",77.0409296,28.411627,"North Indian, Mithai, Street Food",400,Indian Rupees(Rs.),No,No,1,2.6,30
189,Retro Kichen,1,New Delhi,"1st Floor, Opposite Police Station, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",77.1799022,28.5213242,"Chinese, North Indian",300,Indian Rupees(Rs.),No,No,1,0,0
190,La Baguette - The Imperial,1,New Delhi,"The Imperial, Janpath, New Delhi","The Imperial, Janpath","The Imperial, Janpath, New Delhi",77.218187,28.625445,"Desserts, Bakery",900,Indian Rupees(Rs.),No,No,2,3.8,45
191,Domino's Pizza,1,New Delhi,"1st Floor, Unity One Mall, Janakpuri, New Delhi","Unity One Mall, Janakpuri","Unity One Mall, Janakpuri, New Delhi",77.0760342,28.6288818,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,2,3.6,24
192,K2 Restaurant,1,Gurgaon,"3rd Floor, Plaza Mall, MG Road, Gurgaon","Plaza Mall, MG Road","Plaza Mall, MG Road, Gurgaon",77.0730853,28.4777065,"Korean, Chinese",2000,Indian Rupees(Rs.),Yes,No,4,3,21
193,Barista,1,Noida,"A 48, EXL Tower 3, Sector 58, Noida",Sector 58,"Sector 58, Noida",77.358741,28.6048659,Cafe,650,Indian Rupees(Rs.),No,No,2,2.9,5
194,Kitchen Namaste,1,New Delhi,"Khatana Market, Near Sultanpur Metro Station, MG Road, New Delhi",MG Road,"MG Road, New Delhi",77.1618543,28.4997301,"North Indian, Chinese",200,Indian Rupees(Rs.),No,No,1,0,0
195,Foodaucity - Bum Bum Bholey Ke Chole Bhature,1,Gurgaon,"Near Rapid Metro, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.0937234,28.4938093,Street Food,300,Indian Rupees(Rs.),No,No,1,3.3,14
196,The G.T. Road,1,New Delhi,"M 39, Outer Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2228913,28.6332275,"North Indian, Afghani, Mughlai",1500,Indian Rupees(Rs.),Yes,No,3,4.3,104
197,The Binge Box Cafe,1,Faridabad,"1st  Floor, 110, HUDA Market, Sector 17, Faridabad",Sector 17,"Sector 17, Faridabad",77.3279106,28.4105998,Cafe,500,Indian Rupees(Rs.),No,No,2,3.4,18
198,Desi Vibes,1,New Delhi,"Shop 7, Defence Colony Main Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.230142,28.5738142,"North Indian, Mughlai",1500,Indian Rupees(Rs.),Yes,Yes,3,4,183
199,Apni Rasoi,1,New Delhi,"G-3, Aggarwal Center Plaza, DC Chowk, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.1261797,28.7183841,North Indian,300,Indian Rupees(Rs.),No,No,1,3,76
200,Hot Curries,1,New Delhi,"C4F, DDA Market, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.09035702,28.61683827,"North Indian, Mughlai, Chinese",700,Indian Rupees(Rs.),No,Yes,2,3.4,60
201,Subway,1,New Delhi,"E-25A, Hauz Khas Market, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2081473,28.5510151,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,2,2.8,87
202,Orange Peel by Rasleen Kochhar,1,New Delhi,"126, Sunder Nagar, New Delhi",Sunder Nagar,"Sunder Nagar, New Delhi",77.2426044,28.5992226,"Bakery, Fast Food",700,Indian Rupees(Rs.),No,No,2,3.6,44
203,Noddy's,1,New Delhi,"Ground Floor, North Gate Mall, Gujranwala Town, New Delhi",Gujranwala Town,"Gujranwala Town, New Delhi",77.1920054,28.6982616,"Beverages, Desserts",100,Indian Rupees(Rs.),No,No,1,0,0
204,Palmshore,1,Chennai,"95, Jawaharlal Nehru Salai, Jafferkhanpet, Ashok Nagar, Chennai",Ashok Nagar,"Ashok Nagar, Chennai",80.20881157,13.02977985,"North Indian, Mughlai, Chinese, South Indian",850,Indian Rupees(Rs.),Yes,Yes,2,4.2,841
205,Aggarwal Sweets Centre,1,Faridabad,"HR 1B, Pul Pehladpur, Main Suraj Kund Road, Suraj Kund, Faridabad",Suraj Kund,"Suraj Kund, Faridabad",77.2899232,28.4997177,"Mithai, Street Food, Chinese",100,Indian Rupees(Rs.),No,No,1,2.9,4
206,The Tandoor,1,New Delhi,"G-15, D-1, Aashirwaad Complex, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.2051706,28.5570041,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,2,3.4,121
207,Chopsuey,1,New Delhi,"7724, New Market, Near Liberty Cinema, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.1889094,28.6576903,"Chinese, North Indian",600,Indian Rupees(Rs.),No,Yes,2,3.2,71
208,Rasoi E Punjab,1,Noida,"304, Food Court, Spice World Mall, Sector 25 A, Near Sector 25, Noida","Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",77.3404494,28.5854737,North Indian,500,Indian Rupees(Rs.),No,No,2,2.6,32
209,Advance Bakery,1,New Delhi,"A-8, Shivpuri, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",0,0,"Bakery, Fast Food, Street Food",200,Indian Rupees(Rs.),No,No,1,2.9,7
210,New Dilight,1,Faridabad,"H - 147, Sector 10, Faridabad",Sector 10,"Sector 10, Faridabad",77.3295018,28.3730138,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,2,0,0
211,Ovenstory Pizza,1,New Delhi,"Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.20523,28.556941,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,Yes,2,3.3,6
212,Masha,1,New Delhi,"9-A, 1st Floor, Hauz Khas Village, New Delhi",Hauz Khas Village,"Hauz Khas Village, New Delhi",77.1940584,28.5541496,"North Indian, Chinese, Thai, Italian, Middle Eastern",1200,Indian Rupees(Rs.),Yes,Yes,3,3.5,384
213,Sanjha Tandoor,1,New Delhi,"Shop 2, DDA Shopping Complex, Phase II, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.1760003,28.554897,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,No,2,2.8,17
